"DateTime","Players","Average Players"
"2025-04-15 00:00:00",23310,14872
"2025-04-16 00:00:00",26032,16578
"2025-04-17 00:00:00",25496,16037
"2025-04-18 00:00:00",24907,15420
"2025-04-19 00:00:00",21686,16477
"2025-04-20 00:00:00",19768,14244
"2025-04-21 00:00:00",17781,11330
"2025-04-22 00:00:00",17588,11235
"2025-04-23 00:00:00",18382,11847
"2025-04-24 00:00:00",23686,14913
"2025-04-25 00:00:00",22654,14367
"2025-04-26 00:00:00",20050,14721
"2025-04-27 00:00:00",16190,11993
"2025-04-28 00:00:00",15867,10411
"2025-04-29 00:00:00",16035,10661
"2025-04-30 00:00:00",24762,15296
"2025-05-01 00:00:00",25514,18632
"2025-05-02 00:00:00",20848,15461
"2025-05-03 00:00:00",18899,15036
"2025-05-04 00:00:00",18000,14088
"2025-05-05 00:00:00",16934,12737
"2025-05-06 00:00:00",16743,11982
"2025-05-07 00:00:00",18293,12043
"2025-05-08 00:00:00",24028,15439
"2025-05-09 00:00:00",24458,15306
"2025-05-10 00:00:00",22885,17724
"2025-05-11 00:00:00",20961,15432
"2025-05-12 00:00:00",19281,12591
"2025-05-13 00:00:00",19581,12948
"2025-05-14 00:00:00",22256,13118
"2025-05-15 00:00:00",68866,35182
"2025-05-16 00:00:00",36682,24501
"2025-05-17 00:00:00",33561,25776
"2025-05-18 00:00:00",29295,21024
"2025-05-19 00:00:00",12664,16447
"2025-05-19 01:00:00",13680,16425
"2025-05-19 02:00:00",14792,16409
"2025-05-19 03:00:00",15691,16399
"2025-05-19 04:00:00",18168,16387
"2025-05-19 05:00:00",17785,16373
"2025-05-19 06:00:00",15401,16363
"2025-05-19 07:00:00",15691,16363
"2025-05-19 08:00:00",16696,16342
"2025-05-19 09:00:00",18398,16324
"2025-05-19 10:00:00",20691,16285
"2025-05-19 11:00:00",22017,16235
"2025-05-19 12:00:00",23166,16195
"2025-05-19 13:00:00",23809,16150
"2025-05-19 14:00:00",23820,16108
"2025-05-19 15:00:00",22093,16061
"2025-05-19 16:00:00",18003,16009
"2025-05-19 17:00:00",14333,15956
"2025-05-19 18:00:00",12291,15909
"2025-05-19 19:00:00",11164,15865
"2025-05-19 20:00:00",10370,15820
"2025-05-19 21:00:00",11666,15782
"2025-05-19 22:00:00",11213,15752
"2025-05-19 23:00:00",11133,15726
"2025-05-20 00:00:00",12245,15712
"2025-05-20 01:00:00",13359,15702
"2025-05-20 02:00:00",14588,15693
"2025-05-20 03:00:00",15383,15670
"2025-05-20 04:00:00",17800,15641
"2025-05-20 05:00:00",17573,15586
"2025-05-20 06:00:00",15412,15530
"2025-05-20 07:00:00",15190,15488
"2025-05-20 08:00:00",16188,15461
"2025-05-20 09:00:00",17309,15425
"2025-05-20 10:00:00",19311,15407
"2025-05-20 11:00:00",20816,15386
"2025-05-20 12:00:00",21833,15371
"2025-05-20 13:00:00",22529,15362
"2025-05-20 14:00:00",22465,15345
"2025-05-20 15:00:00",20761,15329
"2025-05-20 16:00:00",16737,15321
"2025-05-20 17:00:00",13280,15324
"2025-05-20 18:00:00",11370,15333
"2025-05-20 19:00:00",10223,15340
"2025-05-20 20:00:00",9572,15346
"2025-05-20 21:00:00",11070,15346
"2025-05-20 22:00:00",10707,15382
"2025-05-20 23:00:00",10775,15436
"2025-05-21 00:00:00",11973,15465
"2025-05-21 01:00:00",13122,15418
"2025-05-21 02:00:00",14018,15296
"2025-05-21 03:00:00",14628,14835
"2025-05-21 04:00:00",16413,16102
"2025-05-21 05:00:00",16147,17860
"2025-05-21 06:00:00",14360,19630
"2025-05-21 07:00:00",14489,21337
"2025-05-21 08:00:00",15305,22957
"2025-05-21 09:00:00",16887,24524
"2025-05-21 10:00:00",18807,26075
"2025-05-21 11:00:00",20484,27633
"2025-05-21 12:00:00",21650,29213
"2025-05-21 13:00:00",22146,30789
"2025-05-21 14:00:00",22115,32345
"2025-05-21 15:00:00",20605,33881
"2025-05-21 16:00:00",16858,35330
"2025-05-21 17:00:00",13542,36537
"2025-05-21 18:00:00",11594,37526
"2025-05-21 19:00:00",10413,38338
"2025-05-21 20:00:00",9590,39030
"2025-05-21 21:00:00",12011,39653
"2025-05-21 22:00:00",12101,40129
"2025-05-21 23:00:00",11532,40556
"2025-05-22 00:00:00",10780,40949
"2025-05-22 01:00:00",10017,41395
"2025-05-22 02:00:00",2147,41885
"2025-05-22 03:00:00",47476,42917
"2025-05-22 04:00:00",62066,42347
"2025-05-22 05:00:00",62237,41352
"2025-05-22 06:00:00",58939,40353
"2025-05-22 07:00:00",56913,39367
"2025-05-22 08:00:00",56489,38447
"2025-05-22 09:00:00",57741,37622
"2025-05-22 10:00:00",59982,36844
"2025-05-22 11:00:00",62347,36142
"2025-05-22 12:00:00",63523,35476
"2025-05-22 13:00:00",63652,34838
"2025-05-22 14:00:00",63190,34246
"2025-05-22 15:00:00",59484,33669
"2025-05-22 16:00:00",49476,33127
"2025-05-22 17:00:00",40480,32727
"2025-05-22 18:00:00",33944,32418
"2025-05-22 19:00:00",29668,32179
"2025-05-22 20:00:00",26983,31963
"2025-05-22 21:00:00",25516,31746
"2025-05-22 22:00:00",24387,31577
"2025-05-22 23:00:00",23155,31433
"2025-05-23 00:00:00",24072,31403
"2025-05-23 01:00:00",25562,31457
"2025-05-23 02:00:00",27084,31642
"2025-05-23 03:00:00",27946,31649
"2025-05-23 04:00:00",30852,31639
"2025-05-23 05:00:00",30851,31594
"2025-05-23 06:00:00",27954,31555
"2025-05-23 07:00:00",27612,31595
"2025-05-23 08:00:00",29604,31623
"2025-05-23 09:00:00",31853,31557
"2025-05-23 10:00:00",35862,31436
"2025-05-23 11:00:00",39009,31206
"2025-05-23 12:00:00",40784,30905
"2025-05-23 13:00:00",42012,30593
"2025-05-23 14:00:00",42052,30344
"2025-05-23 15:00:00",40022,30124
"2025-05-23 16:00:00",34495,29973
"2025-05-23 17:00:00",28544,29892
"2025-05-23 18:00:00",24230,29842
"2025-05-23 19:00:00",20800,29788
"2025-05-23 20:00:00",18556,29727
"2025-05-23 21:00:00",18549,29657
"2025-05-23 22:00:00",18111,29579
"2025-05-23 23:00:00",19766,29503
"2025-05-24 00:00:00",22581,29416
"2025-05-24 01:00:00",26187,29352
"2025-05-24 02:00:00",29746,29338
"2025-05-24 03:00:00",32077,29357
"2025-05-24 04:00:00",34137,29388
"2025-05-24 05:00:00",34346,29420
"2025-05-24 06:00:00",33514,29472
"2025-05-24 07:00:00",32518,29528
"2025-05-24 08:00:00",31834,29553
"2025-05-24 09:00:00",32294,29550
"2025-05-24 10:00:00",33185,29471
"2025-05-24 11:00:00",34291,29316
"2025-05-24 12:00:00",35633,29135
"2025-05-24 13:00:00",38598,28931
"2025-05-24 14:00:00",39209,28635
"2025-05-24 15:00:00",38383,28314
"2025-05-24 16:00:00",34301,27963
"2025-05-24 17:00:00",28895,27585
"2025-05-24 18:00:00",24301,27242
"2025-05-24 19:00:00",20643,26965
"2025-05-24 20:00:00",17875,26751
"2025-05-24 21:00:00",17523,26589
"2025-05-24 22:00:00",16613,26463
"2025-05-24 23:00:00",17546,26340
"2025-05-25 00:00:00",20626,26168
"2025-05-25 01:00:00",25236,25941
"2025-05-25 02:00:00",29440,25611
"2025-05-25 03:00:00",32274,25208
"2025-05-25 04:00:00",34338,24743
"2025-05-25 05:00:00",34654,24305
"2025-05-25 06:00:00",34044,23856
"2025-05-25 07:00:00",32734,23346
"2025-05-25 08:00:00",31614,22891
"2025-05-25 09:00:00",30502,22494
"2025-05-25 10:00:00",29650,22166
"2025-05-25 11:00:00",30094,21990
"2025-05-25 12:00:00",30366,21892
"2025-05-25 13:00:00",30467,21822
"2025-05-25 14:00:00",30048,21761
"2025-05-25 15:00:00",27988,21695
"2025-05-25 16:00:00",22959,21613
"2025-05-25 17:00:00",18591,21523
"2025-05-25 18:00:00",15985,21448
"2025-05-25 19:00:00",14295,21394
"2025-05-25 20:00:00",13161,21358
"2025-05-25 21:00:00",13957,21325
"2025-05-25 22:00:00",13317,21298
"2025-05-25 23:00:00",12721,21258
"2025-05-26 00:00:00",13885,21217
"2025-05-26 01:00:00",15236,21151
"2025-05-26 02:00:00",17052,21065
"2025-05-26 03:00:00",17953,20949
"2025-05-26 04:00:00",20782,20838
"2025-05-26 05:00:00",20679,20713
"2025-05-26 06:00:00",18215,20567
"2025-05-26 07:00:00",18648,20432
"2025-05-26 08:00:00",19664,20297
"2025-05-26 09:00:00",21075,20194
"2025-05-26 10:00:00",25054,20144
"2025-05-26 11:00:00",28174,20078
"2025-05-26 12:00:00",30114,19995
"2025-05-26 13:00:00",30790,19904
"2025-05-26 14:00:00",30602,19821
"2025-05-26 15:00:00",28364,19739
"2025-05-26 16:00:00",22839,19665
"2025-05-26 17:00:00",18391,19587
"2025-05-26 18:00:00",15889,19532
"2025-05-26 19:00:00",14305,19481
"2025-05-26 20:00:00",12922,19426
"2025-05-26 21:00:00",13876,19384
"2025-05-26 22:00:00",13257,19355
"2025-05-26 23:00:00",13243,19334
"2025-05-27 00:00:00",14661,19318
"2025-05-27 01:00:00",16155,19305
"2025-05-27 02:00:00",17648,19288
"2025-05-27 03:00:00",18565,19270
"2025-05-27 04:00:00",21100,19249
"2025-05-27 05:00:00",20968,19239
"2025-05-27 06:00:00",18392,19226
"2025-05-27 07:00:00",18141,19223
"2025-05-27 08:00:00",19430,19248
"2025-05-27 09:00:00",20993,19264
"2025-05-27 10:00:00",23580,19265
"2025-05-27 11:00:00",25608,19248
"2025-05-27 12:00:00",27093,19227
"2025-05-27 13:00:00",27939,19214
"2025-05-27 14:00:00",27816,19203
"2025-05-27 15:00:00",25997,19199
"2025-05-27 16:00:00",20376,19196
"2025-05-27 17:00:00",16619,19224
"2025-05-27 18:00:00",14196,19232
"2025-05-27 19:00:00",12576,19230
"2025-05-27 20:00:00",11563,19228
"2025-05-27 21:00:00",12917,19227
"2025-05-27 22:00:00",12350,19287
"2025-05-27 23:00:00",12396,19366
"2025-05-28 00:00:00",13833,19410
"2025-05-28 01:00:00",15323,19377
"2025-05-28 02:00:00",16809,19253
"2025-05-28 03:00:00",17691,18821
"2025-05-28 04:00:00",20586,20203
"2025-05-28 05:00:00",20408,21936
"2025-05-28 06:00:00",18437,23677
"2025-05-28 07:00:00",19014,25333
"2025-05-28 08:00:00",19918,26853
"2025-05-28 09:00:00",21554,28323
"2025-05-28 10:00:00",23938,29770
"2025-05-28 11:00:00",26068,31206
"2025-05-28 12:00:00",27722,32640
"2025-05-28 13:00:00",28667,34040
"2025-05-28 14:00:00",28608,35409
"2025-05-28 15:00:00",26869,36742
"2025-05-28 16:00:00",22024,37943
"2025-05-28 17:00:00",17580,38915
"2025-05-28 18:00:00",14809,39698
"2025-05-28 19:00:00",13085,40351
"2025-05-28 20:00:00",11935,40909
"2025-05-28 21:00:00",15365,41436
"2025-05-28 22:00:00",15414,41823
"2025-05-28 23:00:00",14268,42162
"2025-05-29 00:00:00",13069,42452
"2025-05-29 01:00:00",11471,42767
"2025-05-29 02:00:00",2320,43032
"2025-05-29 03:00:00",65616,44484
"2025-05-29 04:00:00",80814,44387
"2025-05-29 05:00:00",80901,43963
"2025-05-29 06:00:00",75840,43503
"2025-05-29 07:00:00",72104,43055
"2025-05-29 08:00:00",71453,42729
"2025-05-29 09:00:00",72563,42512
"2025-05-29 10:00:00",74730,42372
"2025-05-29 11:00:00",76891,42320
"2025-05-29 12:00:00",77537,42313
"2025-05-29 13:00:00",77553,42341
"2025-05-29 14:00:00",76388,42386
"2025-05-29 15:00:00",69790,42396
"2025-05-29 16:00:00",57351,42406
"2025-05-29 17:00:00",46497,42476
"2025-05-29 18:00:00",39251,42576
"2025-05-29 19:00:00",34341,42663
"2025-05-29 20:00:00",31152,42739
"2025-05-29 21:00:00",29308,42750
"2025-05-29 22:00:00",28306,42784
"2025-05-29 23:00:00",26742,42850
"2025-05-30 00:00:00",28028,43060
"2025-05-30 01:00:00",30087,43409
"2025-05-30 02:00:00",32356,44009
"2025-05-30 03:00:00",33213,43702
"2025-05-30 04:00:00",36026,43232
"2025-05-30 05:00:00",35935,42754
"2025-05-30 06:00:00",33139,42384
"2025-05-30 07:00:00",34253,42189
"2025-05-30 08:00:00",37482,42024
"2025-05-30 09:00:00",41209,41802
"2025-05-30 10:00:00",46229,41509
"2025-05-30 11:00:00",50229,41097
"2025-05-30 12:00:00",52349,40629
"2025-05-30 13:00:00",53299,40133
"2025-05-30 14:00:00",53177,39627
"2025-05-30 15:00:00",50418,39166
"2025-05-30 16:00:00",43565,38794
"2025-05-30 17:00:00",36117,38510
"2025-05-30 18:00:00",29979,38264
"2025-05-30 19:00:00",25706,38048
"2025-05-30 20:00:00",22910,37848
"2025-05-30 21:00:00",22431,37668
"2025-05-30 22:00:00",22805,37503
"2025-05-30 23:00:00",25199,37380
"2025-05-31 00:00:00",29543,37271
"2025-05-31 01:00:00",34386,37198
"2025-05-31 02:00:00",38615,37166
"2025-05-31 03:00:00",40701,37163
"2025-05-31 04:00:00",43554,37190
"2025-05-31 05:00:00",46498,37243
"2025-05-31 06:00:00",47732,37304
"2025-05-31 07:00:00",47887,37317
"2025-05-31 08:00:00",47547,37240
"2025-05-31 09:00:00",47005,37088
"2025-05-31 10:00:00",46410,36842
"2025-05-31 11:00:00",47426,36561
"2025-05-31 12:00:00",48003,36249
"2025-05-31 13:00:00",48010,35925
"2025-05-31 14:00:00",47279,35588
"2025-05-31 15:00:00",44582,35244
"2025-05-31 16:00:00",39033,34939
"2025-05-31 17:00:00",32382,34666
"2025-05-31 18:00:00",27060,34445
"2025-05-31 19:00:00",23184,34270
"2025-05-31 20:00:00",20343,34124
"2025-05-31 21:00:00",19558,33995
"2025-05-31 22:00:00",18983,33871
"2025-05-31 23:00:00",19949,33716
"2025-06-01 00:00:00",23825,33539
"2025-06-01 01:00:00",28934,33326
"2025-06-01 02:00:00",33467,33076
"2025-06-01 03:00:00",36691,32816
"2025-06-01 04:00:00",38449,32501
"2025-06-01 05:00:00",38899,32121
"2025-06-01 06:00:00",38696,31704
"2025-06-01 07:00:00",37614,31260
"2025-06-01 08:00:00",37080,30824
"2025-06-01 09:00:00",36546,30410
"2025-06-01 10:00:00",36610,30035
"2025-06-01 11:00:00",37391,29681
"2025-06-01 12:00:00",38118,29347
"2025-06-01 13:00:00",38021,29018
"2025-06-01 14:00:00",36924,28701
"2025-06-01 15:00:00",34898,28416
"2025-06-01 16:00:00",30038,28143
"2025-06-01 17:00:00",24925,27905
"2025-06-01 18:00:00",21233,27706
"2025-06-01 19:00:00",18581,27540
"2025-06-01 20:00:00",16678,27406
"2025-06-01 21:00:00",16777,27297
"2025-06-01 22:00:00",16025,27199
"2025-06-01 23:00:00",16401,27096
"2025-06-02 00:00:00",18563,26965
"2025-06-02 01:00:00",21876,26797
"2025-06-02 02:00:00",25056,26580
"2025-06-02 03:00:00",26801,26318
"2025-06-02 04:00:00",27740,26031
"2025-06-02 05:00:00",27663,25782
"2025-06-02 06:00:00",27302,25528
"2025-06-02 07:00:00",26678,25250
"2025-06-02 08:00:00",27085,24986
"2025-06-02 09:00:00",27761,24753
"2025-06-02 10:00:00",28893,24553
"2025-06-02 11:00:00",30424,24378
"2025-06-02 12:00:00",31472,24200
"2025-06-02 13:00:00",32225,24037
"2025-06-02 14:00:00",32020,23889
"2025-06-02 15:00:00",29954,23738
"2025-06-02 16:00:00",25373,23594
"2025-06-02 17:00:00",20627,23443
"2025-06-02 18:00:00",17368,23309
"2025-06-02 19:00:00",15348,23197
"2025-06-02 20:00:00",13791,23101
"2025-06-02 21:00:00",14552,23022
"2025-06-02 22:00:00",14083,22960
"2025-06-02 23:00:00",14691,22902
"2025-06-03 00:00:00",16803,22849
"2025-06-03 01:00:00",19095,22754
"2025-06-03 02:00:00",21574,22624
"2025-06-03 03:00:00",22973,22469
"2025-06-03 04:00:00",26111,22358
"2025-06-03 05:00:00",26041,22243
"2025-06-03 06:00:00",24172,22097
"2025-06-03 07:00:00",23412,21945
"2025-06-03 08:00:00",24163,21818
"2025-06-03 09:00:00",25402,21717
"2025-06-03 10:00:00",27032,21641
"2025-06-03 11:00:00",28191,21569
"2025-06-03 12:00:00",29125,21509
"2025-06-03 13:00:00",29737,21464
"2025-06-03 14:00:00",29473,21417
"2025-06-03 15:00:00",27491,21376
"2025-06-03 16:00:00",22201,21320
"2025-06-03 17:00:00",17859,21275
"2025-06-03 18:00:00",15056,21228
"2025-06-03 19:00:00",13458,21186
"2025-06-03 20:00:00",12045,21142
"2025-06-03 21:00:00",13366,21114
"2025-06-03 22:00:00",12867,21112
"2025-06-03 23:00:00",13757,21136
"2025-06-04 00:00:00",14863,21112
"2025-06-04 01:00:00",16208,21037
"2025-06-04 02:00:00",17783,20901
"2025-06-04 03:00:00",19107,20523
"2025-06-04 04:00:00",22051,20768
"2025-06-04 05:00:00",22021,21115
"2025-06-04 06:00:00",19960,21445
"2025-06-04 07:00:00",20028,21707
"2025-06-04 08:00:00",21528,21917
"2025-06-04 09:00:00",23447,22119
"2025-06-04 10:00:00",25677,22323
"2025-06-04 11:00:00",27544,22548
"2025-06-04 12:00:00",29370,22787
"2025-06-04 13:00:00",29993,23016
"2025-06-04 14:00:00",29927,23244
"2025-06-04 15:00:00",27982,23468
"2025-06-04 16:00:00",22804,23666
"2025-06-04 17:00:00",17910,23831
"2025-06-04 18:00:00",14888,23959
"2025-06-04 19:00:00",13073,24049
"2025-06-04 20:00:00",11869,24120
"2025-06-04 21:00:00",14520,24218
"2025-06-04 22:00:00",15004,24292
"2025-06-04 23:00:00",14639,24327
"2025-06-05 00:00:00",14229,24351
"2025-06-05 01:00:00",13473,24382
"2025-06-05 02:00:00",2639,24181
"2025-06-05 03:00:00",36395,24977
"2025-06-05 04:00:00",44717,25315
"2025-06-05 05:00:00",44232,25547
"2025-06-05 06:00:00",37753,25685
"2025-06-05 07:00:00",34326,25826
"2025-06-05 08:00:00",34696,25991
"2025-06-05 09:00:00",36095,26151
"2025-06-05 10:00:00",38707,26316
"2025-06-05 11:00:00",40277,26463
"2025-06-05 12:00:00",41650,26608
"2025-06-05 13:00:00",42065,26746
"2025-06-05 14:00:00",41818,26886
"2025-06-05 15:00:00",38406,26994
"2025-06-05 16:00:00",32178,27102
"2025-06-05 17:00:00",25628,27208
"2025-06-05 18:00:00",20831,27298
"2025-06-05 19:00:00",17795,27378
"2025-06-05 20:00:00",16394,27462
"2025-06-05 21:00:00",16504,27478
"2025-06-05 22:00:00",16448,27487
"2025-06-05 23:00:00",17468,27530
"2025-06-06 00:00:00",20161,27660
"2025-06-06 01:00:00",22897,27878
"2025-06-06 02:00:00",24881,28432
"2025-06-06 03:00:00",26084,28195
"2025-06-06 04:00:00",28800,27830
"2025-06-06 05:00:00",28695,27458
"2025-06-06 06:00:00",26943,27208
"2025-06-06 07:00:00",26192,27042
"2025-06-06 08:00:00",26884,26879
"2025-06-06 09:00:00",27841,26684
"2025-06-06 10:00:00",29774,26457
"2025-06-06 11:00:00",31694,26218
"2025-06-06 12:00:00",32777,25951
"2025-06-06 13:00:00",33432,25684
"2025-06-06 14:00:00",33312,25412
"2025-06-06 15:00:00",31251,25172
"2025-06-06 16:00:00",27093,24995
"2025-06-06 17:00:00",22137,24870
"2025-06-06 18:00:00",18420,24791
"2025-06-06 19:00:00",15868,24730
"2025-06-06 20:00:00",14119,24662
"2025-06-06 21:00:00",14587,24606
"2025-06-06 22:00:00",14458,24545
"2025-06-06 23:00:00",16065,24493
"2025-06-07 00:00:00",18703,24429
"2025-06-07 01:00:00",22331,24391
"2025-06-07 02:00:00",25663,24382
"2025-06-07 03:00:00",27702,24403
"2025-06-07 04:00:00",29540,24397
"2025-06-07 05:00:00",29743,24396
"2025-06-07 06:00:00",29011,24420
"2025-06-07 07:00:00",28076,24441
"2025-06-07 08:00:00",27537,24428
"2025-06-07 09:00:00",27613,24392
"2025-06-07 10:00:00",28343,24320
"2025-06-07 11:00:00",29075,24212
"2025-06-07 12:00:00",29768,24088
"2025-06-07 13:00:00",29970,23949
"2025-06-07 14:00:00",29668,23803
"2025-06-07 15:00:00",28249,23670
"2025-06-07 16:00:00",24846,23546
"2025-06-07 17:00:00",20950,23444
"2025-06-07 18:00:00",17677,23358
"2025-06-07 19:00:00",15235,23287
"2025-06-07 20:00:00",13657,23233
"2025-06-07 21:00:00",13927,23185
"2025-06-07 22:00:00",13422,23132
"2025-06-07 23:00:00",14326,23061
"2025-06-08 00:00:00",17127,22987
"2025-06-08 01:00:00",20275,22884
"2025-06-08 02:00:00",24152,22774
"2025-06-08 03:00:00",25948,22630
"2025-06-08 04:00:00",27490,22467
"2025-06-08 05:00:00",27570,22305
"2025-06-08 06:00:00",26951,22141
"2025-06-08 07:00:00",25891,21964
"2025-06-08 08:00:00",25349,21799
"2025-06-08 09:00:00",25190,21652
"2025-06-08 10:00:00",25638,21518
"2025-06-08 11:00:00",25939,21391
"2025-06-08 12:00:00",26499,21275
"2025-06-08 13:00:00",26543,21160
"2025-06-08 14:00:00",25947,21043
"2025-06-08 15:00:00",23739,20907
"2025-06-08 16:00:00",19792,20755
"2025-06-08 17:00:00",16207,20610
"2025-06-08 18:00:00",13697,20484
"2025-06-08 19:00:00",12103,20383
"2025-06-08 20:00:00",11275,20308
"2025-06-08 21:00:00",11943,20244
"2025-06-08 22:00:00",11537,20188
"2025-06-08 23:00:00",11896,20118
"2025-06-09 00:00:00",13539,20014
"2025-06-09 01:00:00",15085,19863
"2025-06-09 02:00:00",17000,19651
"2025-06-09 03:00:00",17964,19410
"2025-06-09 04:00:00",19761,19177
"2025-06-09 05:00:00",19451,18933
"2025-06-09 06:00:00",18006,18665
"2025-06-09 07:00:00",17868,18419
"2025-06-09 08:00:00",19018,18228
"2025-06-09 09:00:00",20414,18081
"2025-06-09 10:00:00",22320,17986
"2025-06-09 11:00:00",23715,17921
"2025-06-09 12:00:00",24679,17872
"2025-06-09 13:00:00",25222,17840
"2025-06-09 14:00:00",24948,17815
"2025-06-09 15:00:00",22691,17790
"2025-06-09 16:00:00",18644,17762
"2025-06-09 17:00:00",14867,17727
"2025-06-09 18:00:00",12486,17694
"2025-06-09 19:00:00",11158,17671
"2025-06-09 20:00:00",10350,17646
"2025-06-09 21:00:00",11454,17636
"2025-06-09 22:00:00",11177,17629
"2025-06-09 23:00:00",11526,17619
"2025-06-10 00:00:00",13145,17608
"2025-06-10 01:00:00",14437,17590
"2025-06-10 02:00:00",16083,17566
"2025-06-10 03:00:00",17136,17545
"2025-06-10 04:00:00",19007,17525
"2025-06-10 05:00:00",18808,17509
"2025-06-10 06:00:00",17047,17484
"2025-06-10 07:00:00",17366,17478
"2025-06-10 08:00:00",18362,17465
"2025-06-10 09:00:00",20554,17474
"2025-06-10 10:00:00",22331,17470
"2025-06-10 11:00:00",24027,17478
"2025-06-10 12:00:00",25213,17493
"2025-06-10 13:00:00",25602,17503
"2025-06-10 14:00:00",25447,17519
"2025-06-10 15:00:00",23162,17534
"2025-06-10 16:00:00",19001,17552
"2025-06-10 17:00:00",15196,17569
"2025-06-10 18:00:00",12869,17586
"2025-06-10 19:00:00",11409,17597
"2025-06-10 20:00:00",10781,17611
"2025-06-10 21:00:00",11800,17618
"2025-06-10 22:00:00",11243,17639
"2025-06-10 23:00:00",11573,17667
"2025-06-11 00:00:00",13283,17689
"2025-06-11 01:00:00",14840,17703
"2025-06-11 02:00:00",16445,17696
"2025-06-11 02:50:00",16445,
"2025-06-11 03:00:00",16687,17571
"2025-06-11 03:10:00",16708,
"2025-06-11 03:20:00",16763,
"2025-06-11 03:30:00",16941,
"2025-06-11 03:40:00",17221,
"2025-06-11 03:50:00",17478,
"2025-06-11 04:00:00",17831,17653
"2025-06-11 04:10:00",18332,
"2025-06-11 04:20:00",18889,
"2025-06-11 04:30:00",19165,
"2025-06-11 04:40:00",19313,
"2025-06-11 04:50:00",19363,
"2025-06-11 05:00:00",19260,17782
"2025-06-11 05:10:00",19010,
"2025-06-11 05:20:00",18850,
"2025-06-11 05:30:00",18588,
"2025-06-11 05:40:00",18305,
"2025-06-11 05:50:00",18109,
"2025-06-11 06:00:00",17885,17921
"2025-06-11 06:10:00",17661,
"2025-06-11 06:20:00",17511,
"2025-06-11 06:30:00",17428,
"2025-06-11 06:40:00",17551,
"2025-06-11 06:50:00",17581,
"2025-06-11 07:00:00",17607,18034
"2025-06-11 07:10:00",17579,
"2025-06-11 07:20:00",17656,
"2025-06-11 07:30:00",17710,
"2025-06-11 07:40:00",17863,
"2025-06-11 07:50:00",18074,
"2025-06-11 08:00:00",18171,18119
"2025-06-11 08:10:00",18337,
"2025-06-11 08:20:00",18462,
"2025-06-11 08:30:00",18602,
"2025-06-11 08:40:00",18638,
"2025-06-11 08:50:00",18836,
"2025-06-11 09:00:00",19024,18181
"2025-06-11 09:10:00",19276,
"2025-06-11 09:20:00",19586,
"2025-06-11 09:30:00",19798,
"2025-06-11 09:40:00",19942,
"2025-06-11 09:50:00",20191,
"2025-06-11 10:00:00",20458,18248
"2025-06-11 10:10:00",20736,
"2025-06-11 10:20:00",21134,
"2025-06-11 10:30:00",21567,
"2025-06-11 10:40:00",21902,
"2025-06-11 10:50:00",22273,
"2025-06-11 11:00:00",22506,18313
"2025-06-11 11:10:00",22888,
"2025-06-11 11:20:00",23098,
"2025-06-11 11:30:00",23403,
"2025-06-11 11:40:00",23591,
"2025-06-11 11:50:00",23872,
"2025-06-11 12:00:00",24025,18374
"2025-06-11 12:10:00",24219,
"2025-06-11 12:20:00",24404,
"2025-06-11 12:30:00",24664,
"2025-06-11 12:40:00",24865,
"2025-06-11 12:50:00",25080,
"2025-06-11 13:00:00",25250,18437
"2025-06-11 13:10:00",25455,
"2025-06-11 13:20:00",25531,
"2025-06-11 13:30:00",25668,
"2025-06-11 13:40:00",25639,
"2025-06-11 13:50:00",25687,
"2025-06-11 14:00:00",25558,18498
"2025-06-11 14:10:00",25470,
"2025-06-11 14:20:00",25294,
"2025-06-11 14:30:00",25137,
"2025-06-11 14:40:00",24840,
"2025-06-11 14:50:00",24367,
"2025-06-11 15:00:00",23834,18575
"2025-06-11 15:10:00",23167,
"2025-06-11 15:20:00",22550,
"2025-06-11 15:30:00",21818,
"2025-06-11 15:40:00",21068,
"2025-06-11 15:50:00",20326,
"2025-06-11 16:00:00",19675,18639
"2025-06-11 16:10:00",18849,
"2025-06-11 16:20:00",18165,
"2025-06-11 16:30:00",17537,
"2025-06-11 16:40:00",16882,
"2025-06-11 16:50:00",16329,
"2025-06-11 17:00:00",15742,18689
"2025-06-11 17:10:00",15200,
"2025-06-11 17:20:00",14702,
"2025-06-11 17:30:00",14181,
"2025-06-11 17:40:00",13805,
"2025-06-11 17:50:00",13485,
"2025-06-11 18:00:00",13135,18722
"2025-06-11 18:10:00",12789,
"2025-06-11 18:20:00",12461,
"2025-06-11 18:30:00",12227,
"2025-06-11 18:40:00",12061,
"2025-06-11 18:50:00",11740,
"2025-06-11 19:00:00",11546,18744
"2025-06-11 19:10:00",11240,
"2025-06-11 19:20:00",11153,
"2025-06-11 19:30:00",10881,
"2025-06-11 19:40:00",10747,
"2025-06-11 19:50:00",10677,
"2025-06-11 20:00:00",10434,18750
"2025-06-11 20:10:00",10293,
"2025-06-11 20:20:00",10183,
"2025-06-11 20:30:00",10031,
"2025-06-11 20:40:00",9836,
"2025-06-11 20:50:00",9622,
"2025-06-11 21:00:00",11259,18828
"2025-06-11 21:10:00",12222,
"2025-06-11 21:20:00",12761,
"2025-06-11 21:30:00",13090,
"2025-06-11 21:40:00",13483,
"2025-06-11 21:50:00",13732,
"2025-06-11 22:00:00",13855,18908
"2025-06-11 22:10:00",13922,
"2025-06-11 22:20:00",13920,
"2025-06-11 22:30:00",13808,
"2025-06-11 22:40:00",13608,
