"DateTime","Players","Average Players"
"2025-06-11 22:50:00",13478,
"2025-06-11 23:00:00",13420,18956
"2025-06-11 23:10:00",13237,
"2025-06-11 23:20:00",13236,
"2025-06-11 23:30:00",13224,
"2025-06-11 23:40:00",13222,
"2025-06-11 23:50:00",13161,
"2025-06-12 00:00:00",13132,18953
"2025-06-12 00:10:00",13312,
"2025-06-12 00:20:00",13379,
"2025-06-12 00:30:00",13408,
"2025-06-12 00:40:00",13438,
"2025-06-12 00:50:00",13319,
"2025-06-12 01:00:00",12998,18898
"2025-06-12 01:10:00",4847,
"2025-06-12 01:20:00",3585,
"2025-06-12 01:30:00",3170,
"2025-06-12 01:40:00",2852,
"2025-06-12 01:50:00",2606,
"2025-06-12 02:00:00",2461,18458
"2025-06-12 02:10:00",2349,
"2025-06-12 02:20:00",2286,
"2025-06-12 02:30:00",2161,
"2025-06-12 02:40:00",2072,
"2025-06-12 02:50:00",2142,
"2025-06-12 03:00:00",7659,18829
"2025-06-12 03:10:00",14510,
"2025-06-12 03:20:00",18010,
"2025-06-12 03:30:00",20718,
"2025-06-12 03:40:00",22725,
"2025-06-12 03:50:00",24803,
"2025-06-12 04:00:00",26573,19177
"2025-06-12 04:10:00",28502,
"2025-06-12 04:20:00",29932,
"2025-06-12 04:30:00",30806,
"2025-06-12 04:40:00",31216,
"2025-06-12 04:50:00",31383,
"2025-06-12 05:00:00",31127,19485
"2025-06-12 05:10:00",30750,
"2025-06-12 05:20:00",30205,
"2025-06-12 05:30:00",29687,
"2025-06-12 05:40:00",28858,
"2025-06-12 05:50:00",28242,
"2025-06-12 06:00:00",27539,19722
"2025-06-12 06:10:00",26920,
"2025-06-12 06:20:00",26468,
"2025-06-12 06:30:00",26226,
"2025-06-12 06:40:00",26077,
"2025-06-12 06:50:00",25835,
"2025-06-12 07:00:00",25592,19911
"2025-06-12 07:10:00",25459,
"2025-06-12 07:20:00",25433,
"2025-06-12 07:30:00",25510,
"2025-06-12 07:40:00",25573,
"2025-06-12 07:50:00",25739,
"2025-06-12 08:00:00",25965,20134
"2025-06-12 08:10:00",26170,
"2025-06-12 08:20:00",26273,
"2025-06-12 08:30:00",26560,
"2025-06-12 08:40:00",26858,
"2025-06-12 08:50:00",26917,
"2025-06-12 09:00:00",26951,20353
"2025-06-12 09:10:00",27111,
"2025-06-12 09:20:00",27307,
"2025-06-12 09:30:00",27466,
"2025-06-12 09:40:00",27652,
"2025-06-12 09:50:00",27975,
"2025-06-12 10:00:00",28260,20596
"2025-06-12 10:10:00",28765,
"2025-06-12 10:20:00",29108,
"2025-06-12 10:30:00",29330,
"2025-06-12 10:40:00",29668,
"2025-06-12 10:50:00",30202,
"2025-06-12 11:00:00",30427,20848
"2025-06-12 11:10:00",30681,
"2025-06-12 11:20:00",30795,
"2025-06-12 11:30:00",31196,
"2025-06-12 11:40:00",31356,
"2025-06-12 11:50:00",31475,
"2025-06-12 12:00:00",31557,21091
"2025-06-12 12:10:00",31672,
"2025-06-12 12:20:00",31892,
"2025-06-12 12:30:00",31912,
"2025-06-12 12:40:00",32083,
"2025-06-12 12:50:00",32159,
"2025-06-12 13:00:00",32149,21332
"2025-06-12 13:10:00",32210,
"2025-06-12 13:20:00",32408,
"2025-06-12 13:30:00",32509,
"2025-06-12 13:40:00",32425,
"2025-06-12 13:50:00",32384,
"2025-06-12 14:00:00",32196,21568
"2025-06-12 14:10:00",31972,
"2025-06-12 14:20:00",31585,
"2025-06-12 14:30:00",31053,
"2025-06-12 14:40:00",30541,
"2025-06-12 14:50:00",29937,
"2025-06-12 15:00:00",29189,21762
"2025-06-12 15:10:00",28076,
"2025-06-12 15:20:00",27389,
"2025-06-12 15:30:00",26552,
"2025-06-12 15:40:00",25544,
"2025-06-12 15:50:00",24682,
"2025-06-12 16:00:00",23908,21926
"2025-06-12 16:10:00",22899,
"2025-06-12 16:20:00",22011,
"2025-06-12 16:30:00",21261,
"2025-06-12 16:40:00",20541,
"2025-06-12 16:50:00",19829,
"2025-06-12 17:00:00",19152,22067
"2025-06-12 17:10:00",18448,
"2025-06-12 17:20:00",17828,
"2025-06-12 17:30:00",17238,
"2025-06-12 17:40:00",16720,
"2025-06-12 17:50:00",16234,
"2025-06-12 18:00:00",15836,22182
"2025-06-12 18:10:00",15608,
"2025-06-12 18:20:00",15232,
"2025-06-12 18:30:00",15046,
"2025-06-12 18:40:00",14854,
"2025-06-12 18:50:00",14570,
"2025-06-12 19:00:00",14194,22292
"2025-06-12 19:10:00",13980,
"2025-06-12 19:20:00",13681,
"2025-06-12 19:30:00",13387,
"2025-06-12 19:40:00",13185,
"2025-06-12 19:50:00",12985,
"2025-06-12 20:00:00",12777,22385
"2025-06-12 20:10:00",12573,
"2025-06-12 20:20:00",12470,
"2025-06-12 20:30:00",12313,
"2025-06-12 20:40:00",12153,
"2025-06-12 20:50:00",12045,
"2025-06-12 21:00:00",12784,22389
"2025-06-12 21:10:00",13478,
"2025-06-12 21:20:00",13458,
"2025-06-12 21:30:00",13420,
"2025-06-12 21:40:00",13324,
"2025-06-12 21:50:00",13231,
"2025-06-12 22:00:00",13087,22372
"2025-06-12 22:10:00",12965,
"2025-06-12 22:20:00",12968,
"2025-06-12 22:30:00",12891,
"2025-06-12 22:40:00",12974,
"2025-06-12 22:50:00",12883,
"2025-06-12 23:00:00",12810,22374
"2025-06-12 23:10:00",12703,
"2025-06-12 23:20:00",12826,
"2025-06-12 23:30:00",12781,
"2025-06-12 23:40:00",12969,
"2025-06-12 23:50:00",13155,
"2025-06-13 00:00:00",13348,22449
"2025-06-13 00:10:00",13643,
"2025-06-13 00:20:00",13830,
"2025-06-13 00:30:00",14244,
"2025-06-13 00:40:00",14653,
"2025-06-13 00:50:00",14966,
"2025-06-13 01:00:00",15221,22611
"2025-06-13 01:10:00",15592,
"2025-06-13 01:20:00",15861,
"2025-06-13 01:30:00",16145,
"2025-06-13 01:40:00",16461,
"2025-06-13 01:50:00",16856,
"2025-06-13 02:00:00",17098,23205
"2025-06-13 02:10:00",17496,
"2025-06-13 02:20:00",17899,
"2025-06-13 02:30:00",18167,
"2025-06-13 02:40:00",18298,
"2025-06-13 02:50:00",18488,
"2025-06-13 03:00:00",18705,23059
"2025-06-13 03:10:00",18815,
"2025-06-13 03:20:00",18802,
"2025-06-13 03:30:00",18839,
"2025-06-13 03:40:00",19028,
"2025-06-13 03:50:00",19279,
"2025-06-13 04:00:00",19718,22767
"2025-06-13 04:10:00",20238,
"2025-06-13 04:20:00",20782,
"2025-06-13 04:30:00",21024,
"2025-06-13 04:40:00",21196,
"2025-06-13 04:50:00",21289,
"2025-06-13 05:00:00",21091,22472
"2025-06-13 05:10:00",20799,
"2025-06-13 05:20:00",20476,
"2025-06-13 05:30:00",20201,
"2025-06-13 05:40:00",19958,
"2025-06-13 05:50:00",19625,
"2025-06-13 06:00:00",19521,22247
"2025-06-13 06:10:00",19360,
"2025-06-13 06:20:00",19303,
"2025-06-13 06:30:00",19370,
"2025-06-13 06:40:00",19396,
"2025-06-13 06:50:00",19424,
"2025-06-13 07:00:00",19483,22109
"2025-06-13 07:10:00",19419,
"2025-06-13 07:20:00",19615,
"2025-06-13 07:30:00",19649,
"2025-06-13 07:40:00",19812,
"2025-06-13 07:50:00",20072,
"2025-06-13 08:00:00",20291,21975
"2025-06-13 08:10:00",20526,
"2025-06-13 08:20:00",20812,
"2025-06-13 08:30:00",21069,
"2025-06-13 08:40:00",21354,
"2025-06-13 08:50:00",21769,
"2025-06-13 09:00:00",21841,21906
"2025-06-13 09:10:00",22499,
"2025-06-13 09:20:00",22765,
"2025-06-13 09:30:00",23502,
"2025-06-13 09:40:00",24230,
"2025-06-13 09:50:00",25080,
"2025-06-13 10:00:00",25428,21903
"2025-06-13 10:10:00",25846,
"2025-06-13 10:20:00",26167,
"2025-06-13 10:30:00",28311,
"2025-06-13 10:40:00",29221,
"2025-06-13 10:50:00",29758,
"2025-06-13 11:00:00",30227,21917
"2025-06-13 11:10:00",30645,
"2025-06-13 11:20:00",30970,
"2025-06-13 11:30:00",31339,
"2025-06-13 11:40:00",31705,
"2025-06-13 11:50:00",31935,
"2025-06-13 12:00:00",32233,21952
"2025-06-13 12:10:00",32746,
"2025-06-13 12:20:00",33025,
"2025-06-13 12:30:00",33147,
"2025-06-13 12:40:00",33318,
"2025-06-13 12:50:00",33509,
"2025-06-13 13:00:00",33747,21981
"2025-06-13 13:10:00",33791,
"2025-06-13 13:20:00",33839,
"2025-06-13 13:30:00",33829,
"2025-06-13 13:40:00",33813,
"2025-06-13 13:50:00",33836,
"2025-06-13 14:00:00",33671,22013
"2025-06-13 14:10:00",33519,
"2025-06-13 14:20:00",33279,
"2025-06-13 14:30:00",32950,
"2025-06-13 14:40:00",32548,
"2025-06-13 14:50:00",32190,
"2025-06-13 15:00:00",31769,22083
"2025-06-13 15:10:00",30855,
"2025-06-13 15:20:00",30240,
"2025-06-13 15:30:00",29489,
"2025-06-13 15:40:00",28666,
"2025-06-13 15:50:00",27911,
"2025-06-13 16:00:00",27011,22174
"2025-06-13 16:10:00",26091,
"2025-06-13 16:20:00",25088,
"2025-06-13 16:30:00",24415,
"2025-06-13 16:40:00",23587,
"2025-06-13 16:50:00",22781,
"2025-06-13 17:00:00",22170,22270
"2025-06-13 17:10:00",21326,
"2025-06-13 17:20:00",20647,
"2025-06-13 17:30:00",20086,
"2025-06-13 17:40:00",19576,
"2025-06-13 17:50:00",18984,
"2025-06-13 18:00:00",18345,22345
"2025-06-13 18:10:00",17843,
"2025-06-13 18:20:00",17376,
"2025-06-13 18:30:00",16958,
"2025-06-13 18:40:00",16137,
"2025-06-13 18:50:00",16007,
"2025-06-13 19:00:00",15848,22395
"2025-06-13 19:10:00",15588,
"2025-06-13 19:20:00",15291,
"2025-06-13 19:30:00",15098,
"2025-06-13 19:40:00",14819,
"2025-06-13 19:50:00",14651,
"2025-06-13 20:00:00",14458,22447
"2025-06-13 20:10:00",14248,
"2025-06-13 20:20:00",13992,
"2025-06-13 20:30:00",13831,
"2025-06-13 20:40:00",13724,
"2025-06-13 20:50:00",13614,
"2025-06-13 21:00:00",14360,22491
"2025-06-13 21:10:00",14968,
"2025-06-13 21:20:00",14923,
"2025-06-13 21:30:00",14811,
"2025-06-13 21:40:00",14689,
"2025-06-13 21:50:00",14636,
"2025-06-13 22:00:00",14546,22539
"2025-06-13 22:10:00",14564,
"2025-06-13 22:20:00",14506,
"2025-06-13 22:30:00",14516,
"2025-06-13 22:40:00",14618,
"2025-06-13 22:50:00",14693,
"2025-06-13 23:00:00",14776,22640
"2025-06-13 23:10:00",14949,
"2025-06-13 23:20:00",15228,
"2025-06-13 23:30:00",15679,
"2025-06-13 23:40:00",15880,
"2025-06-13 23:50:00",16253,
"2025-06-14 00:00:00",16654,22769
"2025-06-14 00:10:00",17019,
"2025-06-14 00:20:00",17528,
"2025-06-14 00:30:00",17925,
"2025-06-14 00:40:00",18386,
"2025-06-14 00:50:00",18871,
"2025-06-14 01:00:00",19321,22955
"2025-06-14 01:10:00",20036,
"2025-06-14 01:20:00",20556,
"2025-06-14 01:30:00",21150,
"2025-06-14 01:40:00",21705,
"2025-06-14 01:50:00",22333,
"2025-06-14 02:00:00",22832,23183
"2025-06-14 02:10:00",23366,
"2025-06-14 02:20:00",23871,
"2025-06-14 02:30:00",24396,
"2025-06-14 02:40:00",24807,
"2025-06-14 02:50:00",25101,
"2025-06-14 03:00:00",25421,23486
"2025-06-14 03:10:00",25710,
"2025-06-14 03:20:00",26100,
"2025-06-14 03:30:00",26560,
"2025-06-14 03:40:00",27210,
"2025-06-14 03:50:00",27901,
"2025-06-14 04:00:00",28299,23767
"2025-06-14 04:10:00",28780,
"2025-06-14 04:20:00",28929,
"2025-06-14 04:30:00",29170,
"2025-06-14 04:40:00",29301,
"2025-06-14 04:50:00",29418,
"2025-06-14 05:00:00",29607,24064
"2025-06-14 05:10:00",29582,
"2025-06-14 05:20:00",29522,
"2025-06-14 05:30:00",29467,
"2025-06-14 05:40:00",29227,
"2025-06-14 05:50:00",29067,
"2025-06-14 06:00:00",28927,24393
"2025-06-14 06:10:00",28769,
"2025-06-14 06:20:00",28551,
"2025-06-14 06:30:00",28340,
"2025-06-14 06:40:00",28068,
"2025-06-14 06:50:00",27960,
"2025-06-14 07:00:00",27744,24662
"2025-06-14 07:10:00",27734,
"2025-06-14 07:20:00",27729,
"2025-06-14 07:30:00",27575,
"2025-06-14 07:40:00",27399,
"2025-06-14 07:50:00",27382,
"2025-06-14 08:00:00",27295,24859
"2025-06-14 08:10:00",27353,
"2025-06-14 08:20:00",27422,
"2025-06-14 08:30:00",27354,
"2025-06-14 08:40:00",27327,
"2025-06-14 08:50:00",27204,
"2025-06-14 09:00:00",27236,24945
"2025-06-14 09:10:00",27275,
"2025-06-14 09:20:00",27409,
"2025-06-14 09:30:00",27392,
"2025-06-14 09:40:00",27528,
"2025-06-14 09:50:00",27722,
"2025-06-14 10:00:00",27936,24951
"2025-06-14 10:10:00",28180,
"2025-06-14 10:20:00",28377,
"2025-06-14 10:30:00",28556,
"2025-06-14 10:40:00",28773,
"2025-06-14 10:50:00",30302,
"2025-06-14 11:00:00",30426,24881
"2025-06-14 11:10:00",30431,
"2025-06-14 11:20:00",30534,
"2025-06-14 11:30:00",30646,
"2025-06-14 11:40:00",30699,
"2025-06-14 11:50:00",30770,
"2025-06-14 12:00:00",30924,24779
"2025-06-14 12:10:00",31065,
"2025-06-14 12:20:00",31270,
"2025-06-14 12:30:00",31308,
"2025-06-14 12:40:00",31350,
"2025-06-14 12:50:00",31454,
"2025-06-14 13:00:00",31452,24664
"2025-06-14 13:10:00",31387,
"2025-06-14 13:20:00",31290,
"2025-06-14 13:30:00",31159,
"2025-06-14 13:40:00",31199,
"2025-06-14 13:50:00",31159,
"2025-06-14 14:00:00",30973,24538
"2025-06-14 14:10:00",30770,
"2025-06-14 14:20:00",30551,
"2025-06-14 14:30:00",30381,
"2025-06-14 14:40:00",30025,
"2025-06-14 14:50:00",29736,
"2025-06-14 15:00:00",29408,24427
"2025-06-14 15:10:00",28758,
"2025-06-14 15:20:00",28194,
"2025-06-14 15:30:00",27686,
"2025-06-14 15:40:00",26989,
"2025-06-14 15:50:00",26518,
"2025-06-14 16:00:00",25818,24357
"2025-06-14 16:10:00",24918,
"2025-06-14 16:20:00",24353,
"2025-06-14 16:30:00",23708,
"2025-06-14 16:40:00",23100,
"2025-06-14 16:50:00",22392,
"2025-06-14 17:00:00",20485,24268
"2025-06-14 17:10:00",19849,
"2025-06-14 17:20:00",19345,
"2025-06-14 17:30:00",18839,
"2025-06-14 17:40:00",18441,
"2025-06-14 17:50:00",17888,
"2025-06-14 18:00:00",17425,24217
"2025-06-14 18:10:00",17010,
"2025-06-14 18:20:00",16567,
"2025-06-14 18:30:00",16104,
"2025-06-14 18:40:00",15849,
"2025-06-14 18:50:00",15537,
"2025-06-14 19:00:00",15133,24176
"2025-06-14 19:10:00",14649,
"2025-06-14 19:20:00",14402,
"2025-06-14 19:30:00",14154,
"2025-06-14 19:40:00",13908,
"2025-06-14 19:50:00",13662,
"2025-06-14 20:00:00",13388,24127
"2025-06-14 20:10:00",13191,
"2025-06-14 20:20:00",12960,
"2025-06-14 20:30:00",12801,
"2025-06-14 20:40:00",12651,
"2025-06-14 20:50:00",12520,
"2025-06-14 21:00:00",13263,24079
"2025-06-14 21:10:00",13811,
"2025-06-14 21:20:00",13839,
"2025-06-14 21:30:00",13714,
"2025-06-14 21:40:00",13677,
"2025-06-14 21:50:00",13614,
"2025-06-14 22:00:00",13497,24032
"2025-06-14 22:10:00",13525,
"2025-06-14 22:20:00",13424,
"2025-06-14 22:30:00",13389,
"2025-06-14 22:40:00",13361,
"2025-06-14 22:50:00",13392,
"2025-06-14 23:00:00",13414,23972
"2025-06-14 23:10:00",13575,
"2025-06-14 23:20:00",13783,
"2025-06-14 23:30:00",14054,
"2025-06-14 23:40:00",14328,
"2025-06-14 23:50:00",14757,
"2025-06-15 00:00:00",15010,23906
"2025-06-15 00:10:00",15481,
"2025-06-15 00:20:00",15969,
"2025-06-15 00:30:00",16438,
"2025-06-15 00:40:00",16844,
"2025-06-15 00:50:00",17343,
"2025-06-15 01:00:00",17797,23836
"2025-06-15 01:10:00",18420,
"2025-06-15 01:20:00",18985,
"2025-06-15 01:30:00",19594,
"2025-06-15 01:40:00",20190,
"2025-06-15 01:50:00",20810,
"2025-06-15 02:00:00",21273,23768
"2025-06-15 02:10:00",21911,
"2025-06-15 02:20:00",22420,
"2025-06-15 02:30:00",23036,
"2025-06-15 02:40:00",23460,
"2025-06-15 02:50:00",23843,
"2025-06-15 03:00:00",24159,23657
"2025-06-15 03:10:00",24412,
"2025-06-15 03:20:00",24805,
"2025-06-15 03:30:00",25018,
"2025-06-15 03:40:00",25389,
"2025-06-15 03:50:00",25615,
"2025-06-15 04:00:00",25970,23548
"2025-06-15 04:10:00",26294,
"2025-06-15 04:20:00",26632,
"2025-06-15 04:30:00",26927,
"2025-06-15 04:40:00",27233,
"2025-06-15 04:50:00",27286,
"2025-06-15 05:00:00",27310,23437
"2025-06-15 05:10:00",27380,
"2025-06-15 05:20:00",27342,
"2025-06-15 05:30:00",27181,
"2025-06-15 05:40:00",27070,
"2025-06-15 05:50:00",26938,
"2025-06-15 06:00:00",26827,23331
"2025-06-15 06:10:00",26716,
"2025-06-15 06:20:00",26603,
"2025-06-15 06:30:00",26496,
"2025-06-15 06:40:00",26201,
"2025-06-15 06:50:00",26014,
"2025-06-15 07:00:00",25775,23227
"2025-06-15 07:10:00",25572,
"2025-06-15 07:20:00",25355,
"2025-06-15 07:30:00",25359,
"2025-06-15 07:40:00",25229,
"2025-06-15 07:50:00",25187,
"2025-06-15 08:00:00",25024,23112
"2025-06-15 08:10:00",24984,
"2025-06-15 08:20:00",24954,
"2025-06-15 08:30:00",24905,
"2025-06-15 08:40:00",24779,
"2025-06-15 08:50:00",24585,
"2025-06-15 09:00:00",24540,22975
"2025-06-15 09:10:00",24515,
"2025-06-15 09:20:00",24334,
"2025-06-15 09:30:00",24214,
"2025-06-15 09:40:00",24135,
"2025-06-15 09:50:00",24291,
"2025-06-15 10:00:00",24278,22744
"2025-06-15 10:10:00",24166,
"2025-06-15 10:20:00",24338,
"2025-06-15 10:30:00",24351,
"2025-06-15 10:40:00",24454,
"2025-06-15 10:50:00",24464,
"2025-06-15 11:00:00",24457,22527
"2025-06-15 11:10:00",24604,
"2025-06-15 11:20:00",24770,
"2025-06-15 11:30:00",24826,
"2025-06-15 11:40:00",24872,
"2025-06-15 11:50:00",25058,
"2025-06-15 12:00:00",25014,22292
"2025-06-15 12:10:00",25051,
"2025-06-15 12:20:00",25081,
"2025-06-15 12:30:00",25129,
"2025-06-15 12:40:00",25165,
"2025-06-15 12:50:00",25236,
"2025-06-15 13:00:00",25303,22065
"2025-06-15 13:10:00",25320,
"2025-06-15 13:20:00",25384,
"2025-06-15 13:30:00",25329,
"2025-06-15 13:40:00",25330,
"2025-06-15 13:50:00",25252,
"2025-06-15 14:00:00",25376,21856
"2025-06-15 14:10:00",25001,
"2025-06-15 14:20:00",24733,
"2025-06-15 14:30:00",24439,
"2025-06-15 14:40:00",24057,
"2025-06-15 14:50:00",23735,
"2025-06-15 15:00:00",23155,21620
"2025-06-15 15:10:00",22542,
"2025-06-15 15:20:00",21960,
"2025-06-15 15:30:00",21317,
"2025-06-15 15:40:00",20728,
"2025-06-15 15:50:00",19992,
"2025-06-15 16:00:00",19383,21378
"2025-06-15 16:10:00",18630,
"2025-06-15 16:20:00",18014,
"2025-06-15 16:30:00",17466,
"2025-06-15 16:40:00",16891,
"2025-06-15 16:50:00",16450,
"2025-06-15 17:00:00",15982,21209
"2025-06-15 17:10:00",15458,
"2025-06-15 17:20:00",14971,
"2025-06-15 17:30:00",14496,
"2025-06-15 17:40:00",14195,
"2025-06-15 17:50:00",13862,
"2025-06-15 18:00:00",13561,21064
"2025-06-15 18:10:00",13232,
"2025-06-15 18:20:00",13048,
"2025-06-15 18:30:00",12857,
"2025-06-15 18:40:00",12549,
"2025-06-15 18:50:00",12407,
"2025-06-15 19:00:00",12087,20952
"2025-06-15 19:10:00",11898,
"2025-06-15 19:20:00",11659,
"2025-06-15 19:30:00",11434,
"2025-06-15 19:40:00",11275,
"2025-06-15 19:50:00",11100,
"2025-06-15 20:00:00",10918,20861
"2025-06-15 20:10:00",10827,
"2025-06-15 20:20:00",10704,
"2025-06-15 20:30:00",10703,
"2025-06-15 20:40:00",10579,
"2025-06-15 20:50:00",10493,
"2025-06-15 21:00:00",11579,20799
"2025-06-15 21:10:00",12069,
"2025-06-15 21:20:00",11958,
"2025-06-15 21:30:00",11858,
"2025-06-15 21:40:00",11649,
"2025-06-15 21:50:00",11542,
"2025-06-15 22:00:00",11455,20725
"2025-06-15 22:10:00",11508,
"2025-06-15 22:20:00",11443,
"2025-06-15 22:30:00",11346,
"2025-06-15 22:40:00",11210,
"2025-06-15 22:50:00",11142,
"2025-06-15 23:00:00",11105,20613
"2025-06-15 23:10:00",11199,
"2025-06-15 23:20:00",11289,
"2025-06-15 23:30:00",11381,
"2025-06-15 23:40:00",11577,
"2025-06-15 23:50:00",11722,
"2025-06-16 00:00:00",11932,20450
"2025-06-16 00:10:00",12061,
"2025-06-16 00:20:00",12353,
"2025-06-16 00:30:00",12580,
"2025-06-16 00:40:00",12775,
"2025-06-16 00:50:00",13021,
"2025-06-16 01:00:00",13295,20220
"2025-06-16 01:10:00",13658,
"2025-06-16 01:20:00",13981,
"2025-06-16 01:30:00",14215,
"2025-06-16 01:40:00",14502,
"2025-06-16 01:50:00",14736,
"2025-06-16 02:00:00",15061,19939
"2025-06-16 02:10:00",15359,
"2025-06-16 02:20:00",15731,
"2025-06-16 02:30:00",16046,
"2025-06-16 02:40:00",16404,
"2025-06-16 02:50:00",16462,
"2025-06-16 03:00:00",16607,19622
"2025-06-16 03:10:00",16833,
"2025-06-16 03:20:00",16992,
"2025-06-16 03:30:00",17102,
"2025-06-16 03:40:00",17199,
"2025-06-16 03:50:00",17366,
"2025-06-16 04:00:00",17744,19309
"2025-06-16 04:10:00",18143,
"2025-06-16 04:20:00",18574,
"2025-06-16 04:30:00",18995,
"2025-06-16 04:40:00",19141,
"2025-06-16 04:50:00",19109,
"2025-06-16 05:00:00",19014,18984
"2025-06-16 05:10:00",18779,
"2025-06-16 05:20:00",18582,
"2025-06-16 05:30:00",18310,
"2025-06-16 05:40:00",18034,
"2025-06-16 05:50:00",17840,
"2025-06-16 06:00:00",17570,18624
"2025-06-16 06:10:00",17439,
"2025-06-16 06:20:00",17416,
"2025-06-16 06:30:00",17348,
"2025-06-16 06:40:00",17392,
"2025-06-16 06:50:00",17408,
"2025-06-16 07:00:00",17444,18312
"2025-06-16 07:10:00",17464,
"2025-06-16 07:20:00",17468,
"2025-06-16 07:30:00",17533,
"2025-06-16 07:40:00",17645,
"2025-06-16 07:50:00",17755,
"2025-06-16 08:00:00",17958,18064
"2025-06-16 08:10:00",18040,
"2025-06-16 08:20:00",18283,
"2025-06-16 08:30:00",18377,
"2025-06-16 08:40:00",18566,
"2025-06-16 08:50:00",18685,
"2025-06-16 09:00:00",18727,17891
"2025-06-16 09:10:00",18918,
"2025-06-16 09:20:00",19187,
"2025-06-16 09:30:00",19397,
"2025-06-16 09:40:00",19765,
"2025-06-16 09:50:00",20118,
"2025-06-16 10:00:00",20425,17805
"2025-06-16 10:10:00",20776,
"2025-06-16 10:20:00",21092,
"2025-06-16 10:30:00",21569,
"2025-06-16 10:40:00",21890,
"2025-06-16 10:50:00",22269,
"2025-06-16 11:00:00",22492,17747
"2025-06-16 11:10:00",22726,
"2025-06-16 11:20:00",22934,
"2025-06-16 11:30:00",23252,
"2025-06-16 11:40:00",23468,
"2025-06-16 11:50:00",23621,
"2025-06-16 12:00:00",23721,17715
"2025-06-16 12:10:00",23919,
"2025-06-16 12:20:00",24181,
"2025-06-16 12:30:00",24188,
"2025-06-16 12:40:00",24313,
"2025-06-16 12:50:00",24435,
"2025-06-16 13:00:00",24538,17686
"2025-06-16 13:10:00",24655,
"2025-06-16 13:20:00",24694,
"2025-06-16 13:30:00",24618,
"2025-06-16 13:40:00",24610,
"2025-06-16 13:50:00",24684,
"2025-06-16 14:00:00",24595,17655
"2025-06-16 14:10:00",24414,
"2025-06-16 14:20:00",24177,
"2025-06-16 14:30:00",23945,
"2025-06-16 14:40:00",23550,
"2025-06-16 14:50:00",23196,
"2025-06-16 15:00:00",22565,17631
"2025-06-16 15:10:00",21892,
"2025-06-16 15:20:00",21404,
"2025-06-16 15:30:00",20717,
"2025-06-16 15:40:00",20164,
"2025-06-16 15:50:00",19544,
"2025-06-16 16:00:00",18821,17608
"2025-06-16 16:10:00",18115,
"2025-06-16 16:20:00",17552,
"2025-06-16 16:30:00",16925,
"2025-06-16 16:40:00",16349,
"2025-06-16 16:50:00",15882,
"2025-06-16 17:00:00",15378,17583
"2025-06-16 17:10:00",15016,
"2025-06-16 17:20:00",14595,
"2025-06-16 17:30:00",14206,
"2025-06-16 17:40:00",13960,
"2025-06-16 17:50:00",13612,
"2025-06-16 18:00:00",13426,17577
"2025-06-16 18:10:00",13018,
"2025-06-16 18:20:00",12787,
"2025-06-16 18:30:00",12529,
"2025-06-16 18:40:00",12311,
"2025-06-16 18:50:00",12142,
"2025-06-16 19:00:00",11935,17569
"2025-06-16 19:10:00",11764,
"2025-06-16 19:20:00",11599,
"2025-06-16 19:30:00",11545,
"2025-06-16 19:40:00",11427,
"2025-06-16 19:50:00",11242,
"2025-06-16 20:00:00",11064,17574
"2025-06-16 20:10:00",10957,
"2025-06-16 20:20:00",10828,
"2025-06-16 20:30:00",10704,
"2025-06-16 20:40:00",10531,
"2025-06-16 20:50:00",10392,
"2025-06-16 21:00:00",10786,17569
"2025-06-16 21:10:00",11933,
"2025-06-16 21:20:00",11979,
"2025-06-16 21:30:00",11923,
"2025-06-16 21:40:00",11846,
"2025-06-16 21:50:00",11827,
"2025-06-16 22:00:00",11659,17575
"2025-06-16 22:10:00",11631,
"2025-06-16 22:20:00",11604,
"2025-06-16 22:30:00",11572,
"2025-06-16 22:40:00",11572,
"2025-06-16 22:50:00",11574,
"2025-06-16 23:00:00",11446,17579
"2025-06-16 23:10:00",11435,
"2025-06-16 23:20:00",11546,
"2025-06-16 23:30:00",11579,
"2025-06-16 23:40:00",11721,
"2025-06-16 23:50:00",11819,
"2025-06-17 00:00:00",12023,17597
"2025-06-17 00:10:00",12242,
"2025-06-17 00:20:00",12598,
"2025-06-17 00:30:00",12842,
"2025-06-17 00:40:00",13197,
"2025-06-17 00:50:00",13481,
"2025-06-17 01:00:00",13721,17617
"2025-06-17 01:10:00",14029,
"2025-06-17 01:20:00",14323,
"2025-06-17 01:30:00",14678,
"2025-06-17 01:40:00",14905,
"2025-06-17 01:50:00",15228,
"2025-06-17 02:00:00",15609,17627
"2025-06-17 02:10:00",15854,
"2025-06-17 02:20:00",16026,
"2025-06-17 02:30:00",16336,
"2025-06-17 02:40:00",16531,
"2025-06-17 02:50:00",16712,
"2025-06-17 03:00:00",16808,17636
"2025-06-17 03:10:00",16789,
"2025-06-17 03:20:00",17030,
"2025-06-17 03:30:00",17074,
"2025-06-17 03:40:00",17317,
"2025-06-17 03:50:00",17623,
"2025-06-17 04:00:00",17889,17632
"2025-06-17 04:10:00",18239,
"2025-06-17 04:20:00",18650,
"2025-06-17 04:30:00",18943,
"2025-06-17 04:40:00",19020,
"2025-06-17 04:50:00",18992,
"2025-06-17 05:00:00",18879,17624
"2025-06-17 05:10:00",18573,
"2025-06-17 05:20:00",18527,
"2025-06-17 05:30:00",18423,
"2025-06-17 05:40:00",18111,
